46440.487	-58
45671.431	-57
44866.068	-56
44028.666	-55
43163.315	-54
42273.922	-53
41364.210	-52
40437.721	-51
39497.813	-50
38547.662	-49
37590.265	-48
36628.440	-47
35664.827	-46
34701.894	-45
33741.937	-44
32787.085	-43
31839.301	-42
30900.388	-41
29971.995	-40
29055.616	-39
28152.599	-38
27264.150	-37
26391.339	-36
25535.101	-35
24696.248	-34
23875.467	-33
23073.336	-32
22290.318	-31
21526.775	-30
20782.975	-29
20059.089	-28
19355.209	-27
18671.344	-26
18007.434	-25
17363.350	-24
16738.903	-23
16133.852	-22
15547.907	-21
14980.733	-20
14431.963	-19
13901.196	-18
13388.006	-17
12891.948	-16
12412.562	-15
11949.377	-14
11501.917	-13
11069.705	-12
10652.269	-11
10249.141	-10
9859.866	-9
9484.002	-8
9121.125	-7
8770.829	-6
8432.730	-5
8106.468	-4
7791.706	-3
7488.135	-2
7195.469	-1
6913.451	0
6641.846	1
6380.446	2
6129.065	3
5887.536	4
5655.712	5
5433.460	6
5220.655	7
5017.181	8
4822.922	9
4637.755	10
4461.548	11
4294.148	12
4135.376	13
3985.015	14
3842.805	15
3708.430	16
3581.506	17
3461.571	18
3348.070	19
3240.344	20
3137.615	21
3038.967	22
2943.335	23
2849.484	24
2755.990	25
2661.227	26
2563.337	27
2460.218	28
2349.496	29
2228.503	30
