-40 884600
-35 649300
-30 481000
-25 359600
-20 271200
-15 206200
-10 158000
-5 122100
0  94980
5  74440
10 58750
15 46670
20 37300
25 30000
30 24270
35 19740
40 16150
45 13280
50 10970
55 9109
60 7599
65 6367
70 5359
75 4529
80 3843
85 3273
90 2799
95 2402
100 2069
105 1788
110 1550
115 1348
120 1176
125 1029
130 903
135 794.6
140 701.2
145 620.3
150 550.2
