-80 232.4
-75 164.4
-70 117.4
-65 84.64
-60 61.59
-55 45.25
-50 33.55
-45 25.11
-40 18.97
-35 14.45
-30 11.10
-25 8.604
-20 6.721
-15 5.291
-10 4.197
-5 3.353
0 2.698
5 2.185
10 1.781
15 1.461
20 1.206
25 1.000
30 .8344
35 .6994
40 .5892
45 .4987
50 .4241
55 .3623
60 .3108
65 .2677
70 .2316
75 .2011
80 .1753
85 .1533
90 .1346
95 .1185
100 .1048
105 .09285
110 .08256
115 .07362
120 .06583
125 .05903
130 .05307
135 .04784
140 .04323
145 .03915
150 .03555
155 .03234
160 .02949
