-60  223.1
-50  108.1
-40  53.04
-30  26.58
-20  13.68
-10  7.252
0 3.963
10 2.233
20 1.297
30 .7756
40 .4771
50 .3005
60 .1936
70 .1275
80 .08559
90 .05857
100 .04079
110 .02887
120 .02075
130 .01514
140 .01120
150 .008394
160 .006367
170 .004883
180 .003783
190 .002959
200 .002335
210 .001858
220 .001490
230 .001204
240 .0009796
250 .0008023
260 .0006612
