-80,1660000
-79,1518000
-78,1390000
-77,1273000
-76,1167000
-75,1071000
-74,982800
-73,902700
-72,829700
-71,763100
-70,702300
-69,646700
-68,595900
-67,549400
-66,506900
-65,467900
-64,432200
-63,399500
-62,369400
-61,341800
-60,316500
-59,293200
-58,271700
-57,252000
-56,233800
-55,217100
-54,201700
-53,187400
-52,174300
-51,162200
-50,151000
-49,140600
-48,131000
-47,122100
-46,113900
-45,106300
-44,99260
-43,92720
-42,86650
-41,81020
-40,75790
-39,70930
-38,66410
-37,62210
-36,58300
-35,54660
-34,51270
-33,48110
-32,45170
-31,42420
-30,39860
-29,37470
-28,35240
-27,33150
-26,31200
-25,29380
-24,27670
-23,26070
-22,24580
-21,23180
-20,21870
-19,20640
-18,19480
-17,18400
-16,17390
-15,16430
-14,15540
-13,14700
-12,13910
-11,13160
-10,12460
-9,11810
-8,11190
-7,10600
-6,10050
-5,9534
-4,9046
-3,8586
-2,8151
-1,7741
0,7355
1,6989
2,6644
3,6319
4,6011
5,5719
6,5444
7,5183
8,4937
9,4703
10,4482
11,4273
12,4074
13,3886
14,3708
15,3539
16,3378
17,3226
18,3081
19,2944
20,2814
21,2690
22,2572
23,2460
24,2354
25,2252
26,2156
27,2064
28,1977
29,1894
30,1815
31,1739
32,1667
33,1599
34,1533
35,1471
36,1412
37,1355
38,1301
39,1249
40,1200
41,1152
42,1107
43,1064
44,1023
45,983.8
46,946.2
47,910.2
48,875.8
49,842.8
50,811.3
51,781.1
52,752.2
53,724.5
54,697.9
55,672.5
56,648.1
57,624.8
58,602.4
59,580.9
60,560.3
61,540.5
62,521.5
63,503.3
64,485.8
65,469.0
66,452.9
67,437.4
68,422.5
69,408.2
70,394.5
71,381.2
72,368.5
73,356.2
74,344.5
75,333.1
76,322.3
77,311.8
78,301.7
79,292.0
80,282.7
81,273.7
82,265.0
83,256.7
84,248.6
85,240.9
86,233.4
87,226.2
88,219.3
89,212.6
90,206.1
91,199.9
92,193.9
93,188.1
94,182.5
95,177.1
96,171.9
97,166.9
98,162.0
99,157.3
100,152.8
101,148.4
102,144.2
103,140.1
104,136.1
105,132.3
106,128.6
107,125.0
108,121.6
109,118.2
110,115.0
111,111.8
112,108.8
113,105.8
114,103.0
115,100.2
116,97.6
117,95.0
118,92.5
119,90.0
120,87.7
121,85.4
122,83.2
123,81.1
124,79.0
125,77.0
126,75.0
127,73.1
128,71.3
129,69.5
130,67.8
131,66.1
132,64.4
133,62.9
134,61.3
135,59.8
136,58.4
137,57.0
138,55.6
139,54.3
140,53.0
141,51.7
142,50.5
143,49.3
144,48.2
145,47.0
146,45.9
147,44.9
148,43.8
149,42.8
150,41.8
151,40.9
152,40.0
153,39.1
154,38.2
155,37.3
156,36.5
157,35.7
158,34.9
159,34.1
160,33.4
161,32.7
162,32.0
163,31.3
164,30.6
165,29.9
166,29.3
167,28.7
168,28.1
169,27.5
170,26.9
171,26.3
172,25.9
173,25.2
174,24.7
175,24.2
176,23.7
177,23.2
178,22.8
179,22.3
180,21.9
181,21.4
182,21.0
183,20.6
184,20.2
185,19.8
186,19.4
187,19.0
188,18.6
189,18.3
190,17.9
191,17.6
192,17.2
193,16.9
194,16.6
195,16.3
196,16.0
197,15.7
198,15.4
199,15.1
200,14.9
201,14.6
202,14.3
203,14.0
204,13.8
205,13.5
206,13.3
207,13.1
208,12.8
209,12.6
210,12.4
211,12.2
212,11.9
213,11.7
214,11.5
215,11.3
216,11.1
217,10.9
218,10.8
219,10.6
220,10.4
221,10.2
222,10.1
223,9.9
224,9.7
225,9.6
226,9.4
227,9.2
228,9.1
229,8.9
230,8.8
231,8.7
232,8.5
233,8.4
234,8.2
235,8.1
236,8.0
237,7.9
238,7.7
239,7.6
240,7.5
241,7.4
242,7.3
243,7.1
244,7.0
245,6.9
246,6.8
247,6.7
248,6.6
249,6.5
250,6.4
