 -2.9000000e+001  2.0525479e+004
 -2.8500000e+001  2.0155086e+004
 -2.8000000e+001  1.9789543e+004
 -2.7500000e+001  1.9428868e+004
 -2.7000000e+001  1.9073076e+004
 -2.6500000e+001  1.8722177e+004
 -2.6000000e+001  1.8376182e+004
 -2.5500000e+001  1.8035095e+004
 -2.5000000e+001  1.7698921e+004
 -2.4500000e+001  1.7367661e+004
 -2.4000000e+001  1.7041311e+004
 -2.3500000e+001  1.6719867e+004
 -2.3000000e+001  1.6403323e+004
 -2.2500000e+001  1.6091669e+004
 -2.2000000e+001  1.5784892e+004
 -2.1500000e+001  1.5482979e+004
 -2.1000000e+001  1.5185913e+004
 -2.0500000e+001  1.4893675e+004
 -2.0000000e+001  1.4606243e+004
 -1.9500000e+001  1.4323596e+004
 -1.9000000e+001  1.4045707e+004
 -1.8500000e+001  1.3772549e+004
 -1.8000000e+001  1.3504094e+004
 -1.7500000e+001  1.3240310e+004
 -1.7000000e+001  1.2981164e+004
 -1.6500000e+001  1.2726621e+004
 -1.6000000e+001  1.2476645e+004
 -1.5500000e+001  1.2231199e+004
 -1.5000000e+001  1.1990242e+004
 -1.4500000e+001  1.1753733e+004
 -1.4000000e+001  1.1521629e+004
 -1.3500000e+001  1.1293886e+004
 -1.3000000e+001  1.1070460e+004
 -1.2500000e+001  1.0851302e+004
 -1.2000000e+001  1.0636365e+004
 -1.1500000e+001  1.0425599e+004
 -1.1000000e+001  1.0218955e+004
 -1.0500000e+001  1.0016380e+004
 -1.0000000e+001  9.8178215e+003
 -9.5000000e+000  9.6232264e+003
 -9.0000000e+000  9.4325402e+003
 -8.5000000e+000  9.2457073e+003
 -8.0000000e+000  9.0626718e+003
 -7.5000000e+000  8.8833766e+003
 -7.0000000e+000  8.7077642e+003
 -6.5000000e+000  8.5357763e+003
 -6.0000000e+000  8.3673542e+003
 -5.5000000e+000  8.2024385e+003
 -5.0000000e+000  8.0409695e+003
 -4.5000000e+000  7.8828869e+003
 -4.0000000e+000  7.7281302e+003
 -3.5000000e+000  7.5766386e+003
 -3.0000000e+000  7.4283510e+003
 -2.5000000e+000  7.2832062e+003
 -2.0000000e+000  7.1411428e+003
 -1.5000000e+000  7.0020994e+003
 -1.0000000e+000  6.8660147e+003
 -5.0000000e-001  6.7328272e+003
  0.0000000e+000  6.6024756e+003
  5.0000000e-001  6.4748989e+003
  1.0000000e+000  6.3500363e+003
  1.5000000e+000  6.2278271e+003
  2.0000000e+000  6.1082111e+003
  2.5000000e+000  5.9911285e+003
  3.0000000e+000  5.8765198e+003
  3.5000000e+000  5.7643262e+003
  4.0000000e+000  5.6544893e+003
  4.5000000e+000  5.5469516e+003
  5.0000000e+000  5.4416559e+003
  5.5000000e+000  5.3385460e+003
  6.0000000e+000  5.2375665e+003
  6.5000000e+000  5.1386627e+003
  7.0000000e+000  5.0417809e+003
  7.5000000e+000  4.9468685e+003
  8.0000000e+000  4.8538736e+003
  8.5000000e+000  4.7627457e+003
  9.0000000e+000  4.6734353e+003
  9.5000000e+000  4.5858940e+003
  1.0000000e+001  4.5000750e+003
  1.0500000e+001  4.4159324e+003
  1.1000000e+001  4.3334219e+003
  1.1500000e+001  4.2525006e+003
  1.2000000e+001  4.1731270e+003
  1.2500000e+001  4.0952612e+003
  1.3000000e+001  4.0188651e+003
  1.3500000e+001  3.9439018e+003
  1.4000000e+001  3.8703364e+003
  1.4500000e+001  3.7981359e+003
  1.5000000e+001  3.7272689e+003
  1.5500000e+001  3.6577059e+003
  1.6000000e+001  3.5894194e+003
  1.6500000e+001  3.5223840e+003
  1.7000000e+001  3.4565761e+003
  1.7500000e+001  3.3919744e+003
  1.8000000e+001  3.3285597e+003
  1.8500000e+001  3.2663152e+003
  1.9000000e+001  3.2052262e+003
  1.9500000e+001  3.1452802e+003
  2.0000000e+001  3.0864675e+003
  2.0500000e+001  3.0287806e+003
  2.1000000e+001  2.9722145e+003
  2.1500000e+001  2.9167669e+003
  2.2000000e+001  2.8624379e+003
  2.2500000e+001  2.8092306e+003
  2.3000000e+001  2.7571507e+003
  2.3500000e+001  2.7062066e+003
  2.4000000e+001  2.6564096e+003
  2.4500000e+001  2.6077741e+003
  2.5000000e+001  2.5603172e+003
  2.5500000e+001  2.5140592e+003
  2.6000000e+001  2.4690234e+003
  2.6500000e+001  2.4252364e+003
  2.7000000e+001  2.3827278e+003
  2.7500000e+001  2.3415306e+003
  2.8000000e+001  2.3016810e+003
  2.8500000e+001  2.2632186e+003
  2.9000000e+001  2.2261866e+003
  2.9500000e+001  2.1906314e+003
  3.0000000e+001  2.1566032e+003
  3.0500000e+001  2.1241557e+003
  3.1000000e+001  2.0933461e+003
